,sentence,slot,intent,label
9501,book a spot for me tiffany and sondra at a top-rated restaurant in ms with udupi,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-sort B-restaurant_type O B-state O B-cuisine,BookRestaurant,1
9502,add repent replenish repeat to classical moments in movies,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
9503,add the outlaw blues to the playlist with the title top 100 country tracks on spotify,O O B-entity_name I-entity_name O O O O O O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
9504,i d like to know what films are scheduled at alamo drafthouse cinema,O O O O O O B-movie_type O O O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
9505,rate the citadel 1 out of 6 points,O B-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook,4
9506,what is the weather like in antonito,O O O O O O B-city,GetWeather,2
9507,find saga hamilton c shell,O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
9508,rate secrets and lies 2 of 6 stars,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook,4
9509,i d like to play the album clarke,O O O O O O B-object_type B-object_name,SearchCreativeWork,5
9510,what is the weather like in long beach united kingdom,O O O O O O B-city I-city B-country I-country,GetWeather,2
9511,play some noise music on netflix,O O B-genre O O B-service,PlayMusic,3
9512,add how to sos 48 2016 playlist,O B-entity_name O B-playlist I-playlist I-playlist O,AddToPlaylist,0
9513,add omnipresent to verano,O B-entity_name O B-playlist,AddToPlaylist,0
9514,is it chilly in henrieville oman,O O B-condition_temperature O B-city B-country,GetWeather,2
9515,i need a reservation for 4 in illinois,O O O O O B-party_size_number O B-state,BookRestaurant,1
9516,find the nearest movie house that s showing movies,O O B-spatial_relation B-object_location_type I-object_location_type O O O B-movie_type,SearchScreeningEvent,6
9517,add intelligence and sacrifice to skatepark punks,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist,AddToPlaylist,0
9518,try to find the picture advances in ecological research,O O O O B-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9519,book a spot at a pub that has trottole for their meal,O O O O O B-restaurant_type O O B-served_dish O O B-timeRange,BookRestaurant,1
9520,show movie the skeptic – das teuflische haus,O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9521,is it going to be windy five minutes from now in nj,O O O O O B-condition_description B-timeRange I-timeRange I-timeRange I-timeRange O B-state,GetWeather,2
9522,book a table for mamie and maria at a south tyrolean restaurant within walking distance from fisk av-69th st,O O O O B-party_size_description I-party_size_description I-party_size_description O O B-cuisine I-cuisine B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi I-poi,BookRestaurant,1
9523,find the movie schedule for the douglas theatre company,O O B-object_type I-object_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
9524,rate the first death 1 stars,O B-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook,4
9525,rate the empty throne a 4,O B-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9526,play the best music from klaus badelt,O O B-sort O O B-artist I-artist,PlayMusic,3
9527,i d like a new england added to classical moments in movies,O O O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
9528,book a spot for my kids and i at a restaurant with frybread,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type O B-served_dish,BookRestaurant,1
9529,give zero points to current album,O B-rating_value B-rating_unit O B-object_select B-object_type,RateBook,4
9530,i need to book a table for 4,O O O O O O O B-party_size_number,BookRestaurant,1
9531,where is the tv show am universum,O O O B-object_type I-object_type B-object_name I-object_name,SearchCreativeWork,5
9532,book a table for iris ina and heidi around 9 pm,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-timeRange I-timeRange,BookRestaurant,1
9533,rate dead boys a 0,O B-object_name I-object_name O B-rating_value,RateBook,4
9534,find death is called engelchen at neighborhood cinema group,O B-movie_name I-movie_name I-movie_name I-movie_name O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
9535,i want to put goldy mcjohn on my rock party playlist,O O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9536,what is the nearest cinema playing the oak,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent,6
9537,i want to read the book the minotaur,O O O O O B-object_type B-object_name I-object_name,SearchCreativeWork,5
9538,this current essay deserves 0 stars,O B-object_select B-object_type O B-rating_value B-rating_unit,RateBook,4
9539,make me a reservation for july the tenth at the nosh bar for a party of two,O O O O O B-timeRange I-timeRange I-timeRange O B-restaurant_name I-restaurant_name I-restaurant_name O O O O B-party_size_number,BookRestaurant,1
9540,find trailer of jazz impressions of the u s a,O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9541,play the best music by arthur johnston,O O B-sort O O B-artist I-artist,PlayMusic,3
9542,put something by noah wuv bernardo on my humor playlist,O O O B-artist I-artist I-artist O B-playlist_owner B-playlist O,AddToPlaylist,0
9543,reserve a table for two for jun 13th in a neighboring bistro which serves mongolian food in northway,O O O O B-party_size_number O B-timeRange I-timeRange O O B-spatial_relation B-restaurant_type O O B-cuisine O O B-city,BookRestaurant,1
9544,rate the book chronicle the obama nation a 4,O O B-object_type B-object_part_of_series_type B-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9545,i want to go see a simple noodle story in seventeen seconds at goodrich quality theaters,O O O O O B-movie_name I-movie_name I-movie_name I-movie_name B-timeRange I-timeRange I-timeRange O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
9546,i need to book a table at the star inn that s within walking distance from my place in ashland,O O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O O B-spatial_relation I-spatial_relation I-spatial_relation O O O O B-city,BookRestaurant,1
9547,how will snowfall be here in 2/21/2022,O O B-condition_description O B-current_location O B-timeRange,GetWeather,2
9548,rate this book 5 stars out of 6,O B-object_select B-object_type B-rating_value B-rating_unit O O B-best_rating,RateBook,4
9549,i d like to watch the freckled fish at 00:47:43 at magic johnson theatres,O O O O O B-movie_name I-movie_name I-movie_name O B-timeRange O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
9550,ad artist to sxsw latin my playlist,O B-music_item O B-playlist I-playlist B-playlist_owner O,AddToPlaylist,0
9551,find the movie schedule for b&b theatres,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,6
9552,add a track by big sha to my this is miranda lambert playlist,O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9553,i give the history of the saracens a three or 6 points,O O B-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O B-best_rating B-rating_unit,RateBook,4
9554,what time is cabin fever: spring fever playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,6
9555,restaurant that is brasserie for 8 and has wifi,B-restaurant_type O O B-restaurant_type O B-party_size_number O O B-facility,BookRestaurant,1
9556,play iheart,O B-service,PlayMusic,3
9557,play the most popular stuff by tina dico,O O B-sort I-sort O O B-artist I-artist,PlayMusic,3
9558,rate this chronicle 0,O B-object_select B-object_part_of_series_type B-rating_value,RateBook,4
9559,go to the television show nothing without you,O O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
9560,give the body artist a 5,O B-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9561,book the bobcat bite,O O B-restaurant_name I-restaurant_name,BookRestaurant,1
9562,add nightmares that surface from shallow sleep to michael s rock solid playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9563,look for the creative work called white sugar,O O O O O O B-object_name I-object_name,SearchCreativeWork,5
9564,i need a reservation for four at a restaurant,O O O O O B-party_size_number O O B-restaurant_type,BookRestaurant,1
9565,is it forecast to be cold in wisconsin,O O O O O B-condition_temperature O B-state,GetWeather,2
9566,want to eat at diners of allentown pennsylvania on purim,O O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange,BookRestaurant,1
9567,show me ncaa college football 2k3,O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9568,play track ai se eu te pego on google music from artist maestro,O B-music_item B-track I-track I-track I-track I-track O B-service I-service O O B-artist,PlayMusic,3
9569,play the greatest record by joe purdy on google music,O O B-sort B-music_item O B-artist I-artist O B-service I-service,PlayMusic,3
9570,put this yury chernavsky tune on my alternative route playlist,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9571,i d give with lee in virginia a story of the american civil war chronicle 4 of 6,O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O B-best_rating,RateBook,4
9572,will it get colder in camp san saba latvia in one minute and eight seconds,O O O B-condition_temperature O B-city I-city I-city B-country B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
9573,add fabrice morvan to folk for kids,O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,0
9574,book the cityzen for six people,O O B-restaurant_name O B-party_size_number O,BookRestaurant,1
9575,give the story of the last thought a five,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9576,i need to hear some music from spotify,O O O O O O O B-service,PlayMusic,3
9577,i want to hear the album insult to injury by narayana tirtha,O O O O O B-music_item B-album I-album I-album O B-artist I-artist,PlayMusic,3
9578,add julian taylor to my latin dance cardio list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
9579,add when ice met cream to this is alejandro fernández playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9580,play the what i need to do soundtrack,O O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork,5
9581,four out of 6 stars for special assignments,B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name,RateBook,4
9582,play the most popular soundtrack by elena paparizou on youtube,O O B-sort I-sort B-music_item O B-artist I-artist O B-service,PlayMusic,3
9583,i need to book a restaurant for eight nearby limerick one year from now that serves jerky,O O O O O B-restaurant_type O B-party_size_number B-spatial_relation B-city B-timeRange I-timeRange I-timeRange I-timeRange O O B-served_dish,BookRestaurant,1
9584,rate the current novel 5 stars,O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook,4
9585,what time is just around the corner playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,6
